,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2390,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,0,5,GOLD,879
2393,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,1,2,SILVER,823
2399,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,0,4,PLATINUM,935
2400,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0,0,5,DIAMOND,267
2404,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,1,3,DIAMOND,647
2407,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1,1,1,PLATINUM,904
2409,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0,5,SILVER,458
2411,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0,0,2,DIAMOND,803
2413,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0,0,3,DIAMOND,784
2421,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,0,4,GOLD,630
2427,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1,1,2,DIAMOND,863
2430,742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1,1,1,DIAMOND,334
2432,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,1,2,PLATINUM,746
2435,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0,0,1,SILVER,246
2438,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,1,5,GOLD,657
2444,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,0,4,PLATINUM,368
2448,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,0,1,SILVER,508
2449,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,1,3,DIAMOND,649
2454,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,1,4,DIAMOND,957
2460,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,1,2,PLATINUM,694
2464,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0,0,1,GOLD,304
2466,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,0,2,DIAMOND,528
2469,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1,1,3,PLATINUM,357
2471,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0,5,SILVER,398
2473,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,1,4,SILVER,453
2476,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0,0,1,GOLD,628
2480,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0,0,4,DIAMOND,799
2490,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0,0,2,PLATINUM,720
2492,520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1,1,3,SILVER,560
2495,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,1,3,SILVER,586
2501,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0,0,4,SILVER,490
2505,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0,0,1,PLATINUM,476
2511,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0,0,1,GOLD,564
2514,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0,0,1,GOLD,949
2517,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0,0,3,PLATINUM,757
2520,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1,1,2,DIAMOND,727
2521,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0,0,2,SILVER,537
2531,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,0,5,GOLD,837
2534,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0,0,4,GOLD,880
2535,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,1,4,SILVER,741
2539,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1,1,4,PLATINUM,400
2540,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1,1,1,SILVER,448
2542,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,1,5,DIAMOND,793
2544,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,0,3,GOLD,872
2558,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0,0,5,GOLD,515
2559,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0,0,1,SILVER,975
2566,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,0,2,SILVER,988
2568,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,1,4,PLATINUM,705
2569,641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,0,4,DIAMOND,413
2574,665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1,1,2,GOLD,843
2575,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,1,2,DIAMOND,289
2577,616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,0,1,PLATINUM,564
2579,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,1,4,DIAMOND,342
2580,697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1,1,3,DIAMOND,322
2591,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,0,5,PLATINUM,808
2592,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,0,1,DIAMOND,910
2593,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0,0,2,SILVER,357
2594,537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1,1,3,SILVER,367
2602,594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,0,5,GOLD,689
2603,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,0,3,GOLD,806
2614,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,1,5,SILVER,369
2617,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,1,4,DIAMOND,489
2622,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,0,4,SILVER,606
2625,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,0,3,GOLD,886
2626,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0,0,3,DIAMOND,893
2627,571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0,0,3,DIAMOND,624
2628,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1,1,5,GOLD,674
2630,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,0,3,DIAMOND,530
2639,712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1,1,1,GOLD,778
2641,538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0,0,4,DIAMOND,659
2651,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,0,1,SILVER,563
2655,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0,0,4,GOLD,325
2658,670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1,1,3,SILVER,955
2665,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1,1,5,GOLD,763
2675,745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0,0,3,PLATINUM,603
2676,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1,1,4,DIAMOND,784
2681,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0,0,3,GOLD,328
2682,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0,0,4,GOLD,839
2686,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0,0,4,DIAMOND,478
2688,558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0,0,4,DIAMOND,801
2694,628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0,0,2,PLATINUM,354
2695,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1,1,2,SILVER,699
2699,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0,0,4,DIAMOND,769
2703,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1,1,1,PLATINUM,997
2710,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0,0,2,GOLD,725
2712,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0,0,3,SILVER,504
2717,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0,0,1,GOLD,237
2719,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1,1,2,PLATINUM,812
2721,564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1,1,3,DIAMOND,785
2724,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0,0,5,GOLD,364
2726,829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0,0,3,PLATINUM,287
2727,754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0,0,5,GOLD,898
2728,749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,0,5,SILVER,887
2732,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1,1,3,PLATINUM,223
2734,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0,0,1,GOLD,513
2735,551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0,0,2,DIAMOND,911
2736,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0,0,3,SILVER,612
2740,650,Germany,Male,34,4,142393.11,1,1,1,11276.48,0,0,3,DIAMOND,981
2745,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0,0,2,DIAMOND,691
2748,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1,1,2,GOLD,382
2760,557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0,0,1,GOLD,888
2761,646,Germany,Male,50,6,145295.31,2,1,1,27814.74,0,0,3,GOLD,561
2762,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,0,0,3,GOLD,802
2763,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0,0,5,DIAMOND,870
2767,598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0,0,5,GOLD,508
2769,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1,1,5,PLATINUM,951
2771,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0,0,3,DIAMOND,264
2772,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0,0,2,PLATINUM,374
2777,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1,1,1,DIAMOND,538
2779,733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0,0,2,GOLD,260
2781,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1,1,3,GOLD,507
2784,821,Germany,Female,37,5,106453.53,2,0,1,127413.0,0,0,5,GOLD,798
2786,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1,1,1,DIAMOND,946
2788,540,Germany,Male,39,1,82531.11,1,1,0,114092.52,0,0,3,GOLD,361
2790,540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0,0,3,DIAMOND,572
2793,627,Germany,Male,23,5,184244.86,1,1,0,103099.22,0,0,2,SILVER,971
2797,652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0,0,1,SILVER,917
2798,579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0,0,2,PLATINUM,588
2803,705,Germany,Female,43,7,79974.55,1,1,1,103108.33,0,0,1,SILVER,475
2814,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0,0,2,SILVER,449
2815,694,Germany,Male,37,1,95668.82,2,1,0,100335.55,0,0,4,GOLD,468
2823,668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0,0,3,DIAMOND,442
2829,553,Germany,Male,43,6,85200.82,2,1,1,160574.09,0,0,5,PLATINUM,550
2837,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0,0,3,DIAMOND,411
2839,558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0,0,3,PLATINUM,259
2843,666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0,0,2,PLATINUM,671
2845,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1,1,2,SILVER,376
2846,544,Germany,Male,39,4,142406.43,2,1,0,146637.45,0,0,1,PLATINUM,581
2856,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,1,1,5,GOLD,946
2862,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0,0,1,PLATINUM,256
2864,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,0,0,2,DIAMOND,682
2873,667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0,0,5,SILVER,874
2874,831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0,0,4,GOLD,590
2879,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1,1,5,DIAMOND,644
2880,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1,1,3,GOLD,964
2881,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0,0,2,DIAMOND,352
2887,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0,0,5,DIAMOND,425
2888,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,0,0,1,PLATINUM,504
2891,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0,0,2,GOLD,583
2895,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0,0,5,DIAMOND,801
2897,528,Germany,Female,29,9,170214.23,2,1,0,49284.0,0,0,3,GOLD,940
2905,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0,0,2,PLATINUM,772
2909,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0,0,4,GOLD,890
2912,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1,1,1,SILVER,896
2915,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1,1,4,GOLD,980
2918,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1,1,4,GOLD,502
2921,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0,0,1,GOLD,633
2923,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0,0,2,GOLD,710
2924,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0,0,4,PLATINUM,662
2928,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1,1,5,DIAMOND,749
2929,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0,0,5,DIAMOND,520
2930,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0,0,4,DIAMOND,809
2931,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0,0,4,PLATINUM,705
2945,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1,1,3,GOLD,812
2951,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1,1,4,DIAMOND,647
2960,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0,0,3,PLATINUM,977
2965,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0,0,5,PLATINUM,941
2967,579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1,1,3,GOLD,778
2974,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,0,5,PLATINUM,558
2981,616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0,0,4,PLATINUM,346
2983,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0,0,4,DIAMOND,249
2986,570,Germany,Male,42,0,107856.57,2,1,0,127528.84,0,0,3,PLATINUM,628
2987,676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1,1,4,SILVER,244
2990,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0,0,2,SILVER,894
3002,786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0,0,3,GOLD,240
3004,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0,0,1,PLATINUM,281
3015,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0,0,4,GOLD,840
3024,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0,0,3,DIAMOND,946
3028,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0,0,3,SILVER,980
3035,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1,1,2,SILVER,847
3042,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0,0,5,DIAMOND,349
3045,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0,0,5,PLATINUM,281
3046,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1,1,3,SILVER,879
3061,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0,0,1,SILVER,882
3067,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0,0,3,GOLD,662
3073,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0,0,3,GOLD,584
3074,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1,1,2,DIAMOND,704
3076,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0,0,1,GOLD,274
3077,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0,0,1,SILVER,479
3079,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0,0,4,PLATINUM,276
3088,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0,0,2,GOLD,933
3094,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0,0,1,DIAMOND,425
3096,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1,1,2,DIAMOND,422
3097,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0,0,4,GOLD,709
3100,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0,0,1,GOLD,275
3101,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0,0,3,DIAMOND,600
3104,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0,0,2,GOLD,537
3109,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1,1,4,DIAMOND,252
3110,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,1,1,PLATINUM,562
3111,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0,0,4,DIAMOND,320
3119,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,1,1,DIAMOND,338
3121,634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0,0,1,PLATINUM,610
3127,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1,1,4,GOLD,658
3129,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0,0,1,SILVER,404
3131,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0,0,1,PLATINUM,693
3141,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1,1,4,SILVER,993
3143,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0,0,5,DIAMOND,222
3145,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1,1,5,DIAMOND,910
3150,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0,0,3,SILVER,940
3156,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1,1,2,SILVER,235
3163,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1,1,1,DIAMOND,381
3166,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1,1,2,GOLD,697
3170,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1,1,2,DIAMOND,983
3172,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0,0,1,GOLD,274
3176,722,Germany,Male,29,1,107233.85,2,1,0,24924.92,0,0,2,DIAMOND,941
3184,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1,1,3,SILVER,887
3185,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1,1,3,PLATINUM,510
3186,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0,0,1,DIAMOND,407
3195,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0,0,2,DIAMOND,267
3204,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1,1,4,DIAMOND,899
3206,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1,1,1,GOLD,850
3208,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0,0,1,SILVER,641
3211,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0,0,2,DIAMOND,873
3216,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0,0,4,SILVER,664
3219,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0,0,5,DIAMOND,254
3220,576,Germany,Male,30,7,132174.41,2,0,0,93767.03,0,0,1,GOLD,546
3224,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1,1,2,GOLD,936
3225,850,Germany,Female,32,0,116968.91,1,0,0,175094.62,0,0,2,PLATINUM,442
3226,603,Germany,Male,35,1,105346.03,2,1,1,130379.5,0,0,5,SILVER,701
3241,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0,0,5,DIAMOND,467
3244,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0,0,1,GOLD,378
3245,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1,1,2,DIAMOND,764
3251,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1,1,5,PLATINUM,721
3254,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1,1,1,DIAMOND,662
3258,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0,0,3,DIAMOND,233
3262,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1,1,2,GOLD,527
3267,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0,0,2,PLATINUM,361
3269,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0,0,5,GOLD,334
3276,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0,0,4,GOLD,322
3283,635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0,0,2,DIAMOND,488
3285,735,Germany,Female,43,9,98807.45,1,0,0,184570.04,1,1,4,SILVER,730
3294,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1,1,4,PLATINUM,654
3296,568,Germany,Female,26,10,109819.16,2,1,0,154491.39,0,0,2,SILVER,865
3298,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0,0,4,PLATINUM,837
3300,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1,1,4,PLATINUM,658
3304,601,Germany,Male,35,8,71553.83,1,1,0,177384.45,0,0,4,DIAMOND,448
3326,637,Germany,Male,50,4,126345.55,1,0,1,17323.0,1,1,3,PLATINUM,683
3333,619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0,0,3,GOLD,569
3340,729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0,0,4,PLATINUM,790
3342,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0,0,2,DIAMOND,856
3344,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0,0,3,GOLD,860
3349,665,Germany,Female,45,5,155447.65,2,1,0,51871.95,1,1,4,PLATINUM,511
3351,474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0,0,3,SILVER,724
3355,660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0,0,3,PLATINUM,809
3356,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0,0,4,DIAMOND,402
3357,658,Germany,Male,29,5,75395.53,2,0,1,54914.92,0,0,4,PLATINUM,298
3358,705,Germany,Female,33,5,116765.7,1,0,0,190659.17,1,1,1,SILVER,711
3361,602,Germany,Female,48,7,76595.08,2,0,0,127095.14,0,0,3,PLATINUM,558
3363,747,Germany,Male,38,2,129728.6,1,1,0,89289.54,0,0,2,PLATINUM,747
3366,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0,0,1,PLATINUM,947
3367,581,Germany,Male,40,0,101016.53,1,0,1,7926.35,1,1,3,SILVER,783
3371,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1,1,5,GOLD,375
3376,644,Germany,Female,40,4,77270.08,2,1,1,115800.1,1,1,3,DIAMOND,748
3377,665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1,1,4,GOLD,413
3378,529,Germany,Male,72,5,94216.05,1,1,1,78695.68,0,0,2,DIAMOND,712
3382,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0,0,3,GOLD,766
3383,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0,0,2,DIAMOND,428
3387,537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0,0,3,SILVER,768
3388,599,Germany,Male,25,7,108380.72,1,1,1,79005.95,0,0,1,SILVER,933
3392,623,Germany,Male,33,8,96759.42,1,1,1,174777.98,0,0,2,SILVER,357
3408,832,Germany,Female,40,9,107648.94,2,1,1,134638.97,0,0,2,PLATINUM,583
3409,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1,1,2,GOLD,911
3410,430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0,0,3,SILVER,770
3412,582,Germany,Male,26,6,114450.32,1,1,1,14081.64,0,0,2,SILVER,480
3422,679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0,0,2,PLATINUM,606
3425,769,Germany,Male,43,4,110182.54,2,1,1,87537.32,0,0,2,PLATINUM,505
3429,731,Germany,Female,43,9,79120.27,1,0,0,548.52,1,1,5,DIAMOND,978
3433,587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0,0,4,DIAMOND,749
3435,676,Germany,Female,34,4,89437.03,1,1,1,189540.95,0,0,4,GOLD,366
3442,850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0,0,5,PLATINUM,690
3445,660,Germany,Male,28,1,118402.25,2,1,0,14288.93,0,0,1,PLATINUM,965
3447,646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1,1,1,PLATINUM,311
3449,710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0,0,5,DIAMOND,890
3453,619,Germany,Male,40,9,103604.31,2,0,0,140947.05,0,0,1,DIAMOND,923
3460,470,Germany,Male,39,5,117469.91,2,0,0,63705.9,0,0,4,DIAMOND,849
3463,600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1,1,2,DIAMOND,448
3465,692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0,0,3,DIAMOND,708
3467,538,Germany,Female,42,1,98548.62,2,0,1,94047.75,0,0,5,DIAMOND,929
3480,588,Germany,Female,30,0,110148.49,1,1,0,5790.9,1,1,4,GOLD,375
3484,784,Germany,Male,28,2,70233.74,2,1,1,179252.73,0,0,5,GOLD,827
3491,570,Germany,Male,35,6,85668.59,1,1,0,105525.36,0,0,5,SILVER,448
3495,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0,0,1,GOLD,290
3501,646,Germany,Female,30,10,100548.67,2,0,0,136983.77,0,0,2,DIAMOND,905
3502,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1,1,4,DIAMOND,287
3525,625,Germany,Male,31,4,77743.01,2,1,0,75335.68,0,0,5,GOLD,626
3532,778,Germany,Female,37,0,105617.73,2,1,1,133699.82,1,1,1,GOLD,607
3534,677,Germany,Female,44,4,148770.61,2,1,1,191057.76,0,0,2,PLATINUM,277
3538,554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1,1,3,GOLD,646
3548,770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0,0,2,DIAMOND,890
3550,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0,0,3,GOLD,531
3561,699,Germany,Female,31,10,125837.86,2,1,0,189392.66,0,0,1,DIAMOND,409
3562,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1,1,1,DIAMOND,715
3571,664,Germany,Male,36,6,71142.77,2,1,0,122433.09,0,0,3,DIAMOND,856
3572,697,Germany,Male,31,3,108805.42,2,0,1,123825.83,0,0,1,DIAMOND,342
3578,704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1,1,5,DIAMOND,565
3579,778,Germany,Male,31,9,182275.23,2,1,0,190631.23,0,0,4,GOLD,717
3580,639,Germany,Female,41,5,98635.77,1,1,0,199970.74,0,0,3,PLATINUM,391
3584,506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0,0,3,GOLD,340
3593,555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0,0,3,GOLD,291
3594,652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0,0,4,PLATINUM,910
3595,722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0,0,5,PLATINUM,659
3597,796,Germany,Female,40,1,99745.95,1,1,0,177524.19,0,0,2,DIAMOND,547
