,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4476,778,France,Male,33,1,0.0,2,1,0,85439.73,0,0,2,DIAMOND,624
4478,549,France,Male,31,4,0.0,2,0,1,25684.85,0,0,1,PLATINUM,427
4479,598,France,Male,47,2,0.0,2,1,1,186116.54,0,0,1,PLATINUM,316
4480,655,France,Female,45,0,0.0,2,1,0,166830.71,0,0,2,GOLD,434
4481,494,France,Male,30,3,85704.95,1,0,1,27886.06,0,0,2,PLATINUM,520
4482,653,France,Female,42,1,0.0,2,1,1,5768.32,0,0,2,SILVER,397
4484,645,France,Female,37,1,0.0,2,1,1,68987.55,0,0,3,GOLD,973
4486,528,France,Male,35,3,156687.1,1,1,0,199320.77,0,0,4,PLATINUM,982
4488,716,France,Female,44,6,155114.9,1,0,0,133871.83,0,0,5,SILVER,682
4489,602,France,Female,35,8,0.0,2,1,1,152843.53,0,0,2,PLATINUM,677
4492,590,France,Female,32,0,127763.24,1,1,0,100717.54,0,0,2,DIAMOND,417
4495,789,France,Female,32,7,69423.52,1,1,0,107499.39,0,0,2,SILVER,666
4496,701,France,Female,42,6,86167.82,1,1,0,153342.38,0,0,5,DIAMOND,958
4498,570,France,Male,30,2,131406.56,1,1,1,47952.45,0,0,1,GOLD,636
4501,512,France,Female,75,2,0.0,1,1,0,123304.62,0,0,3,GOLD,355
4503,656,France,Male,33,7,138705.02,2,1,0,37136.15,0,0,1,GOLD,396
4505,709,France,Female,30,5,0.0,2,0,1,161388.22,0,0,3,PLATINUM,418
4507,592,France,Male,28,2,116498.22,1,1,0,144290.25,0,0,4,DIAMOND,238
4508,599,France,Female,41,1,0.0,2,1,0,96069.82,0,0,2,SILVER,458
4511,634,France,Female,45,2,0.0,4,1,0,101039.53,1,1,2,SILVER,611
4512,666,France,Male,51,2,148222.65,1,0,0,156953.54,1,1,2,DIAMOND,595
4513,696,France,Female,41,8,0.0,2,0,0,28276.83,0,0,3,PLATINUM,628
4514,669,France,Female,38,8,0.0,2,1,0,84049.16,0,0,4,PLATINUM,800
4524,676,France,Male,38,8,0.0,2,1,1,133692.88,0,0,2,DIAMOND,864
4526,798,France,Male,34,9,154495.79,1,1,0,191395.88,0,0,1,PLATINUM,370
4527,705,France,Male,38,1,189443.72,1,0,1,106648.58,0,0,3,PLATINUM,648
4529,664,France,Female,44,8,142989.69,1,1,1,115452.51,1,1,3,DIAMOND,750
4531,609,France,Male,37,6,0.0,2,0,1,22030.72,0,0,1,GOLD,482
4534,656,France,Male,41,2,0.0,2,1,0,158973.77,0,0,1,PLATINUM,902
4536,642,France,Female,55,7,0.0,2,1,1,101515.76,0,0,1,PLATINUM,918
4539,718,France,Female,37,7,0.0,2,1,1,55100.09,0,0,5,PLATINUM,239
4542,630,France,Male,28,9,0.0,2,0,0,32599.35,0,0,2,SILVER,625
4546,662,France,Female,37,5,0.0,2,1,0,151871.84,0,0,4,GOLD,622
4548,635,France,Female,58,1,0.0,1,1,1,58907.08,1,1,1,DIAMOND,318
4549,537,France,Male,59,9,0.0,2,0,0,103799.77,1,1,4,GOLD,948
4550,579,France,Female,39,3,166501.17,2,1,0,93835.64,0,0,2,PLATINUM,340
4552,610,France,Female,25,2,0.0,2,1,0,123723.83,0,0,3,SILVER,923
4553,581,France,Male,30,1,0.0,2,1,0,199464.08,0,0,4,PLATINUM,606
4554,592,France,Male,39,7,0.0,2,1,0,83084.33,0,0,5,SILVER,563
4556,681,France,Female,18,1,98894.39,1,1,1,9596.4,0,0,1,GOLD,553
4558,792,France,Male,34,1,0.0,1,0,1,86330.32,0,0,4,DIAMOND,836
4566,652,France,Female,40,4,79927.36,2,1,1,33524.6,0,0,5,SILVER,640
4569,516,France,Male,33,7,115195.58,1,1,1,11205.5,0,0,4,DIAMOND,943
4573,645,France,Female,24,3,34547.82,1,1,1,11638.17,0,0,2,SILVER,581
4574,659,France,Female,32,9,0.0,2,1,1,93155.75,0,0,1,PLATINUM,428
4578,691,France,Male,38,1,0.0,2,0,0,44653.5,0,0,1,GOLD,885
4579,534,France,Male,52,1,0.0,3,1,1,104035.41,1,1,5,SILVER,278
4580,478,France,Female,32,6,71187.24,1,1,1,110593.62,0,0,3,GOLD,248
4581,572,France,Female,47,2,0.0,2,1,0,36099.7,0,0,4,GOLD,991
4582,501,France,Male,37,4,0.0,2,0,0,12470.3,0,0,4,GOLD,453
4584,595,France,Female,39,9,136422.41,1,1,1,151757.81,0,0,1,PLATINUM,379
4585,603,France,Male,30,8,0.0,2,1,1,47536.46,0,0,5,GOLD,320
4586,602,France,Female,25,0,0.0,2,1,1,101274.17,0,0,1,PLATINUM,502
4587,500,France,Female,34,6,0.0,1,1,1,140268.45,0,0,2,PLATINUM,523
4588,422,France,Male,41,6,153238.88,1,1,0,11663.09,0,0,5,GOLD,741
4589,615,France,Male,35,7,0.0,2,1,0,150784.29,0,0,1,GOLD,948
4590,635,France,Female,78,6,47536.4,1,1,1,119400.08,0,0,4,GOLD,896
4591,711,France,Female,32,1,0.0,2,1,0,126188.42,0,0,4,SILVER,296
4592,834,France,Male,36,8,142882.49,1,1,0,89983.02,1,1,3,DIAMOND,328
4593,633,France,Female,44,7,0.0,2,1,0,29761.29,0,0,2,SILVER,627
4594,650,France,Female,31,1,160566.11,2,0,0,27073.81,0,0,1,DIAMOND,404
4596,567,France,Male,38,6,127678.8,2,0,0,45422.89,0,0,1,GOLD,871
4598,638,France,Male,46,9,139859.54,1,1,0,38967.29,0,0,4,GOLD,946
4599,641,France,Female,38,3,0.0,2,1,0,116466.19,0,0,4,DIAMOND,975
4600,574,France,Female,34,5,112324.45,2,1,1,17993.43,0,0,4,GOLD,674
4603,623,France,Male,23,1,106012.2,2,0,1,191415.94,0,0,2,GOLD,919
4604,681,France,Male,25,5,0.0,1,0,1,90860.97,0,0,4,DIAMOND,875
4605,530,France,Female,34,8,0.0,2,0,1,141872.52,0,0,2,GOLD,781
4606,797,France,Female,55,10,0.0,4,1,1,49418.87,1,1,1,GOLD,248
4607,653,France,Male,51,3,0.0,1,1,0,170426.65,1,1,3,SILVER,435
4612,748,France,Female,49,7,29602.08,1,0,0,163550.58,1,1,4,SILVER,699
4613,745,France,Female,46,7,0.0,2,1,1,67769.94,0,0,4,PLATINUM,483
4614,730,France,Male,34,1,0.0,2,1,1,126592.01,0,0,3,DIAMOND,865
4615,565,France,Female,44,1,0.0,2,0,1,89602.81,0,0,1,SILVER,691
4616,778,France,Male,37,3,141803.77,1,0,1,179421.84,0,0,3,GOLD,397
4617,812,France,Male,24,10,0.0,2,1,1,156906.15,0,0,1,PLATINUM,658
4618,526,France,Male,42,1,0.0,1,0,1,168486.02,0,0,1,GOLD,593
4619,708,France,Female,47,0,126589.12,2,0,1,132730.07,1,1,5,GOLD,856
4620,680,France,Male,33,2,108393.35,1,0,1,39057.67,0,0,3,GOLD,425
4623,709,France,Female,24,3,110949.41,1,1,1,168515.61,0,0,5,DIAMOND,234
4624,629,France,Male,46,1,130666.2,1,1,1,161125.67,1,1,1,SILVER,586
4625,510,France,Female,45,10,103821.47,2,0,1,77878.62,0,0,3,SILVER,413
4626,506,France,Female,32,3,0.0,1,1,1,80823.02,0,0,3,PLATINUM,619
4627,605,France,Male,39,7,0.0,1,0,1,119348.28,0,0,4,DIAMOND,307
4632,753,France,Female,43,5,0.0,2,1,0,109881.71,0,0,5,SILVER,834
4635,619,France,Female,33,2,167733.51,2,1,1,65222.48,0,0,1,SILVER,319
4637,758,France,Female,30,3,141581.08,1,1,0,156249.06,0,0,2,SILVER,797
4639,789,France,Female,27,8,66201.96,1,1,1,79458.12,0,0,1,DIAMOND,332
4640,687,France,Female,44,9,0.0,2,0,0,103042.2,1,1,4,DIAMOND,309
4643,597,France,Female,60,0,131778.08,1,0,0,10703.53,1,1,4,SILVER,762
4645,522,France,Female,34,3,0.0,2,1,1,3894.34,0,0,1,PLATINUM,732
4647,781,France,Female,28,4,0.0,2,1,0,177703.15,0,0,4,SILVER,602
4650,670,France,Male,33,2,141204.65,2,1,0,76257.46,0,0,5,GOLD,814
4653,489,France,Female,51,3,0.0,2,0,1,174098.28,1,1,3,GOLD,683
4656,843,France,Female,38,8,134887.53,1,1,1,10804.04,0,0,1,DIAMOND,923
4657,687,France,Male,48,4,0.0,2,1,1,170893.85,0,0,5,SILVER,510
4660,537,France,Female,41,0,0.0,2,0,1,175262.49,0,0,5,SILVER,866
4661,780,France,Female,43,0,0.0,1,0,1,15705.27,0,0,1,DIAMOND,245
4664,697,France,Female,23,10,0.0,2,1,1,79734.23,0,0,3,SILVER,968
4665,786,France,Male,35,3,0.0,2,1,0,92712.97,0,0,3,PLATINUM,529
4668,445,France,Male,31,7,145056.59,1,1,1,175893.53,0,0,4,PLATINUM,946
4672,756,France,Female,23,1,112568.31,1,1,1,113408.11,0,0,5,DIAMOND,965
4673,644,France,Male,33,2,0.0,1,1,0,96420.58,0,0,1,DIAMOND,482
4681,708,France,Female,44,2,161887.81,2,1,0,84870.23,0,0,3,DIAMOND,602
4682,809,France,Male,24,7,109558.36,1,1,0,183515.13,0,0,5,GOLD,483
4683,588,France,Male,38,1,124271.26,1,1,0,75969.19,0,0,3,DIAMOND,922
4684,623,France,Male,43,1,0.0,2,1,1,146379.3,0,0,2,SILVER,508
4687,769,France,Male,48,2,96542.16,2,0,1,197885.72,0,0,3,DIAMOND,827
4688,690,France,Male,33,5,0.0,2,1,0,138017.68,0,0,3,PLATINUM,787
4693,543,France,Female,32,7,147256.86,1,1,0,112771.95,0,0,3,DIAMOND,932
4695,669,France,Male,37,1,125529.55,1,1,1,162260.93,0,0,5,PLATINUM,720
4698,732,France,Male,62,2,0.0,2,1,1,25438.87,0,0,3,PLATINUM,780
4701,652,France,Male,27,10,107303.72,2,0,0,44435.76,0,0,2,GOLD,986
4702,660,France,Male,33,0,72783.42,1,0,0,181051.99,0,0,1,PLATINUM,553
4704,588,France,Female,35,0,0.0,2,1,1,155485.24,0,0,3,PLATINUM,496
4706,850,France,Male,43,4,161256.53,1,1,1,140071.57,0,0,5,SILVER,791
4707,511,France,Male,27,8,0.0,2,1,1,49089.36,0,0,2,SILVER,865
4709,554,France,Male,31,1,0.0,2,0,1,192660.55,0,0,2,PLATINUM,759
4711,754,France,Male,39,3,74896.33,1,0,0,34430.16,0,0,1,PLATINUM,787
4712,474,France,Male,54,3,0.0,1,1,0,108409.17,1,1,2,PLATINUM,427
4714,567,France,Female,23,9,93522.2,1,0,1,81425.61,0,0,5,SILVER,327
4716,646,France,Male,18,10,0.0,2,0,1,52795.15,0,0,5,GOLD,938
4718,505,France,Male,26,8,112972.57,1,1,0,145011.62,0,0,2,PLATINUM,591
4721,757,France,Female,44,4,123322.15,1,1,0,137136.29,0,0,2,GOLD,521
4722,648,France,Male,32,0,0.0,1,0,1,117323.31,0,0,4,SILVER,674
4725,658,France,Female,43,7,140260.36,2,1,0,2748.72,0,0,4,DIAMOND,643
4727,648,France,Female,19,1,0.0,2,0,1,22101.86,0,0,4,GOLD,303
4729,683,France,Female,42,4,148283.94,1,1,1,44692.63,1,1,4,SILVER,268
4731,705,France,Female,35,3,0.0,2,0,1,66331.01,0,0,3,GOLD,547
4733,710,France,Female,31,1,0.0,2,1,0,20081.3,0,0,3,PLATINUM,572
4734,590,France,Female,54,4,0.0,2,1,1,93820.49,1,1,4,PLATINUM,723
4735,725,France,Male,43,2,165896.0,2,1,0,130795.52,0,0,2,SILVER,527
4736,638,France,Female,32,0,0.0,2,1,0,160129.99,0,0,2,SILVER,530
4737,791,France,Male,36,6,111168.97,1,1,1,189969.91,0,0,1,DIAMOND,741
4738,702,France,Female,40,1,103549.24,1,0,0,9712.52,1,1,3,DIAMOND,804
4739,607,France,Female,32,6,0.0,2,0,0,196062.01,0,0,2,SILVER,952
4740,535,France,Male,30,6,103804.97,1,1,1,125710.53,0,0,3,PLATINUM,553
4741,651,France,Male,45,2,165901.59,2,1,0,23054.51,1,1,1,DIAMOND,834
4744,757,France,Female,51,1,0.0,1,1,1,22835.13,1,1,2,SILVER,740
4746,757,France,Male,32,9,0.0,2,1,0,115950.96,0,0,5,DIAMOND,335
4750,850,France,Female,35,5,0.0,1,1,1,80992.8,0,0,5,PLATINUM,838
4752,659,France,Male,54,8,133436.52,1,1,0,56787.8,0,0,4,DIAMOND,344
4754,708,France,Female,59,2,0.0,1,1,0,179673.11,1,1,4,SILVER,421
4755,720,France,Female,37,2,120328.88,2,1,1,138470.21,0,0,1,DIAMOND,302
4756,785,France,Female,39,1,130147.98,1,1,0,163798.41,1,1,1,SILVER,526
4760,850,France,Male,40,1,76914.21,1,1,0,174183.44,0,0,2,DIAMOND,810
4761,799,France,Female,32,3,106045.92,2,1,1,17938.0,0,0,2,SILVER,535
4762,756,France,Male,34,1,103133.26,1,1,1,90059.04,0,0,4,SILVER,527
4763,752,France,Male,38,0,145974.79,2,1,1,137694.23,0,0,5,PLATINUM,884
4774,811,France,Female,35,7,0.0,1,1,1,178.19,0,0,5,SILVER,997
4777,548,France,Female,33,1,80107.83,2,0,1,82245.67,0,0,3,GOLD,524
4782,752,France,Female,53,8,114233.18,1,1,1,51587.04,0,0,4,PLATINUM,347
4783,710,France,Female,37,5,0.0,2,1,0,115403.31,0,0,1,SILVER,875
4785,510,France,Female,22,3,156834.34,1,0,0,44374.44,0,0,2,DIAMOND,821
4786,577,France,Female,34,2,0.0,2,1,1,84033.35,0,0,5,PLATINUM,309
4787,529,France,Male,42,1,157498.9,1,1,1,82276.62,0,0,5,SILVER,639
4789,691,France,Male,41,2,0.0,1,1,1,56850.92,1,1,2,SILVER,896
4793,788,France,Female,41,6,0.0,1,1,1,25571.37,0,0,2,SILVER,718
4794,705,France,Female,39,5,149379.66,2,1,0,96075.55,0,0,2,PLATINUM,444
4795,483,France,Male,29,9,0.0,1,1,1,81634.45,0,0,5,GOLD,239
4798,593,France,Male,41,6,0.0,2,1,1,99136.49,0,0,4,SILVER,313
4799,551,France,Male,52,1,0.0,1,0,0,63584.55,1,1,1,PLATINUM,605
4800,690,France,Male,39,6,0.0,2,1,0,160532.88,0,0,1,PLATINUM,517
4801,823,France,Male,71,5,149105.08,1,0,1,162683.06,0,0,5,PLATINUM,915
4806,697,France,Female,33,1,87347.7,1,1,0,172524.51,0,0,5,PLATINUM,942
4807,611,France,Male,28,2,0.0,2,0,0,25395.83,0,0,4,SILVER,300
4808,643,France,Female,33,0,137811.75,1,1,1,184856.89,0,0,3,GOLD,262
4809,822,France,Male,37,3,105563.0,1,1,0,182624.93,0,0,5,DIAMOND,463
4810,632,France,Male,38,4,0.0,2,0,0,192505.62,0,0,5,DIAMOND,694
4812,672,France,Male,31,6,91125.75,1,1,0,177295.92,0,0,4,DIAMOND,597
4816,600,France,Male,29,8,0.0,2,0,1,34747.43,0,0,4,SILVER,738
4817,640,France,Male,28,7,0.0,2,1,1,131097.9,0,0,5,DIAMOND,611
4818,752,France,Female,36,1,86837.95,1,1,1,105280.55,0,0,5,SILVER,615
4819,613,France,Male,26,4,100446.57,1,0,1,149653.81,0,0,1,DIAMOND,292
4820,484,France,Female,32,3,0.0,2,1,1,139390.99,0,0,4,DIAMOND,644
4821,511,France,Female,33,3,0.0,2,1,0,132436.71,0,0,1,DIAMOND,982
4822,745,France,Female,32,2,0.0,4,0,1,179705.13,1,1,3,PLATINUM,467
4824,727,France,Male,35,5,136364.46,1,0,0,142754.71,0,0,1,PLATINUM,549
4825,622,France,Male,31,5,106260.67,1,1,1,2578.43,0,0,4,SILVER,660
4826,794,France,Male,24,10,146126.75,1,1,1,88992.05,0,0,1,GOLD,431
4829,687,France,Male,34,5,128270.56,1,1,0,191092.62,0,0,3,GOLD,908
4831,660,France,Male,35,7,0.0,2,1,0,13218.6,0,0,5,GOLD,759
4832,617,France,Female,79,7,0.0,1,1,1,160589.18,0,0,3,SILVER,424
4833,762,France,Male,32,10,191775.65,1,1,0,179657.83,0,0,2,DIAMOND,914
4836,609,France,Male,26,10,126392.18,1,0,1,43651.49,0,0,1,GOLD,494
4837,803,France,Male,28,3,0.0,2,1,0,159654.0,0,0,5,DIAMOND,570
4838,556,France,Female,40,9,129860.37,1,0,0,17992.94,0,0,4,DIAMOND,332
4839,531,France,Female,53,5,127642.44,1,1,0,141501.45,1,1,3,SILVER,341
4840,411,France,Female,35,2,0.0,2,1,1,93825.78,0,0,3,PLATINUM,639
4843,654,France,Male,29,2,91955.61,1,1,0,37065.66,0,0,2,DIAMOND,375
4845,655,France,Female,36,2,147149.59,1,1,1,87816.86,0,0,5,GOLD,680
4846,752,France,Female,36,7,0.0,2,1,0,184866.86,0,0,1,PLATINUM,777
4847,534,France,Female,23,5,104822.45,1,0,1,160176.47,0,0,5,SILVER,915
4848,635,France,Male,42,1,146766.72,2,0,1,164357.1,0,0,1,SILVER,843
4850,516,France,Male,27,9,0.0,1,1,0,142680.64,1,1,2,GOLD,445
4851,530,France,Female,48,0,0.0,1,1,0,85081.09,0,0,2,PLATINUM,737
4853,684,France,Female,41,6,135203.81,2,1,1,121967.88,0,0,3,DIAMOND,682
4856,796,France,Male,44,8,165326.2,1,1,1,57205.55,0,0,2,DIAMOND,582
4857,849,France,Male,27,0,0.0,2,0,1,157891.86,0,0,1,SILVER,626
4858,779,France,Female,41,10,99786.2,1,1,0,86927.53,0,0,4,DIAMOND,341
4863,464,France,Female,33,10,147493.7,2,1,0,100447.53,0,0,4,DIAMOND,801
4864,737,France,Male,54,9,0.0,1,1,0,83470.4,1,1,5,PLATINUM,987
4865,590,France,Female,29,4,0.0,2,1,0,121846.81,0,0,1,SILVER,339
4867,648,France,Female,34,3,0.0,1,1,0,54726.43,0,0,1,PLATINUM,525
4868,754,France,Male,37,6,0.0,1,1,1,116141.72,0,0,5,SILVER,495
4869,669,France,Male,50,4,149713.61,3,1,1,124872.42,1,1,4,PLATINUM,329
4871,763,France,Male,40,3,0.0,2,1,0,134281.11,0,0,3,GOLD,525
4873,581,France,Male,37,7,0.0,2,1,1,74320.75,0,0,1,SILVER,754
4874,703,France,Male,43,8,0.0,2,1,0,9704.66,0,0,3,PLATINUM,880
4875,571,France,Female,33,9,102017.25,2,0,0,128600.49,0,0,4,GOLD,798
4877,737,France,Male,44,7,0.0,2,0,0,57898.58,0,0,2,PLATINUM,315
4881,579,France,Male,31,6,0.0,2,1,0,26149.25,0,0,4,PLATINUM,604
4887,620,France,Male,37,0,107548.94,1,1,0,71175.94,0,0,5,GOLD,319
4888,437,France,Male,49,9,111634.29,2,0,1,166440.32,0,0,3,DIAMOND,805
4894,585,France,Female,32,8,144705.87,2,0,0,171482.56,0,0,1,PLATINUM,767
4895,784,France,Male,31,7,0.0,2,1,1,143204.41,0,0,1,GOLD,674
4896,605,France,Male,41,5,91612.91,1,1,1,28427.84,0,0,5,SILVER,529
4898,544,France,Female,40,7,0.0,1,0,1,161076.92,0,0,5,GOLD,265
4899,803,France,Female,32,9,192122.84,1,1,1,54277.45,1,1,1,SILVER,521
4900,735,France,Male,41,7,179904.0,1,1,1,137180.95,0,0,1,SILVER,505
4901,673,France,Male,59,0,178058.06,2,0,1,21063.71,1,1,3,DIAMOND,328
4902,652,France,Male,30,2,176166.56,2,1,1,152210.81,0,0,1,SILVER,643
4903,694,France,Male,42,3,156864.2,2,0,0,88890.75,0,0,3,PLATINUM,314
4904,741,France,Female,44,7,0.0,2,1,1,190534.76,0,0,4,PLATINUM,843
4907,523,France,Male,34,2,161588.89,1,1,1,51358.66,0,0,3,PLATINUM,940
4908,540,France,Male,48,2,109349.29,1,1,0,88703.04,1,1,5,DIAMOND,521
4910,597,France,Female,36,9,0.0,2,1,1,7156.09,0,0,2,SILVER,323
4912,748,France,Male,60,0,152335.7,1,1,0,126743.33,1,1,5,SILVER,468
4913,562,France,Female,51,1,124662.54,1,1,1,65390.46,1,1,5,PLATINUM,446
4915,710,France,Male,45,1,0.0,2,1,1,36154.66,0,0,2,SILVER,829
4917,542,France,Male,32,7,107871.72,1,1,0,125302.64,0,0,2,DIAMOND,668
4918,717,France,Female,36,2,99472.76,2,1,0,94274.72,1,1,4,DIAMOND,472
4920,515,France,Male,33,2,0.0,2,1,1,136028.97,0,0,4,PLATINUM,625
4922,702,France,Male,26,5,56738.47,2,1,1,100442.22,1,1,3,SILVER,374
4927,641,France,Female,40,9,0.0,1,0,0,151648.66,1,1,5,GOLD,832
4929,561,France,Male,34,1,78829.53,1,1,1,12148.2,0,0,4,GOLD,773
4932,683,France,Female,29,0,157829.12,1,0,0,129891.66,0,0,1,PLATINUM,984
4934,670,France,Female,54,2,95507.12,1,1,1,63213.31,0,0,2,SILVER,638
4937,577,France,Male,36,3,121092.47,2,0,1,143783.46,0,0,4,PLATINUM,702
4939,616,France,Male,37,5,144235.73,2,0,0,154957.66,1,1,1,PLATINUM,993
4940,763,France,Female,38,0,152582.2,2,0,0,31892.82,0,0,4,SILVER,624
4942,592,France,Male,36,1,126477.42,1,0,0,179718.17,0,0,2,PLATINUM,956
4944,630,France,Male,53,5,138053.67,1,0,1,114110.97,0,0,1,GOLD,536
4945,529,France,Female,31,2,164003.05,2,1,1,60993.23,0,0,3,SILVER,407
4946,546,France,Female,47,8,0.0,1,1,1,66408.01,1,1,3,SILVER,432
4947,753,France,Female,62,6,0.0,2,1,1,136398.9,0,0,4,SILVER,494
4949,567,France,Male,36,1,0.0,2,0,0,8555.73,0,0,2,GOLD,675
4951,658,France,Male,20,7,0.0,2,0,0,187638.34,0,0,4,DIAMOND,275
4957,752,France,Male,39,3,0.0,1,1,0,188187.05,0,0,3,GOLD,839
4958,655,France,Male,37,6,109093.41,2,1,0,1775.52,0,0,5,SILVER,804
4960,811,France,Male,42,10,0.0,2,1,1,3797.79,0,0,5,SILVER,750
4962,531,France,Female,42,2,0.0,2,0,1,90537.47,0,0,2,GOLD,556
4963,515,France,Male,40,0,109542.29,1,1,1,166370.81,0,0,5,GOLD,312
4964,466,France,Female,41,3,33563.95,2,1,0,178994.13,1,1,1,DIAMOND,629
4965,782,France,Male,36,1,148795.17,2,1,1,195681.43,0,0,1,DIAMOND,615
4966,611,France,Male,64,9,0.0,2,1,1,53277.15,0,0,3,GOLD,483
4973,617,France,Female,24,4,137295.19,2,1,1,91195.12,0,0,1,PLATINUM,598
4975,743,France,Male,39,6,0.0,2,1,0,44265.28,0,0,5,SILVER,240
4982,615,France,Male,30,7,0.0,2,1,1,156346.84,0,0,4,DIAMOND,548
4983,543,France,Male,30,4,140916.81,1,1,0,157711.18,0,0,1,PLATINUM,470
4984,553,France,Female,31,4,0.0,2,1,1,89087.4,0,0,2,DIAMOND,393
4987,452,France,Female,35,7,0.0,2,1,0,164241.67,0,0,5,SILVER,634
4988,606,France,Male,47,3,93578.68,2,0,1,137720.56,1,1,5,GOLD,537
4989,629,France,Male,40,9,0.0,1,1,0,106.67,0,0,3,PLATINUM,558
4991,493,France,Female,33,8,90791.69,1,1,1,59659.53,0,0,3,DIAMOND,865
4992,794,France,Female,62,9,123681.32,3,1,0,173586.63,1,1,5,SILVER,247
4993,554,France,Female,44,6,92436.86,1,1,0,126033.9,0,0,4,GOLD,938
4995,807,France,Female,36,4,0.0,2,0,1,147007.33,0,0,5,GOLD,461
5002,590,France,Male,43,7,81076.8,2,1,1,182627.25,1,1,1,DIAMOND,253
5003,740,France,Male,36,7,0.0,1,1,1,13177.4,0,0,5,SILVER,466
5005,733,France,Male,48,5,0.0,1,0,1,117830.57,0,0,1,DIAMOND,674
5008,534,France,Male,36,4,120037.96,1,1,0,36275.94,0,0,4,PLATINUM,488
5012,575,France,Male,40,5,0.0,2,1,1,122488.59,0,0,3,PLATINUM,251
5013,672,France,Female,40,3,0.0,1,1,0,113171.61,1,1,5,GOLD,755
5015,682,France,Male,50,6,121818.84,2,0,1,124151.37,0,0,1,SILVER,813
5016,501,France,Female,29,8,0.0,2,1,0,112664.24,0,0,5,SILVER,222
5018,556,France,Female,51,8,61354.14,1,1,0,198810.65,1,1,4,GOLD,647
5021,638,France,Female,29,9,103417.74,1,1,1,15336.4,0,0,4,SILVER,492
5022,734,France,Male,45,2,0.0,2,1,0,99593.28,0,0,5,GOLD,321
5023,555,France,Male,40,10,43028.77,1,1,0,170514.21,0,0,2,GOLD,997
5025,728,France,Male,37,3,122689.51,2,0,0,106977.53,1,1,4,GOLD,950
5026,626,France,Male,44,10,0.0,2,0,0,164287.86,0,0,4,GOLD,627
5028,478,France,Female,38,4,171913.87,1,1,0,51820.87,1,1,5,DIAMOND,551
5029,709,France,Male,38,5,0.0,2,1,1,81452.29,0,0,1,DIAMOND,649
5033,536,France,Female,61,8,65190.29,1,1,1,64308.49,1,1,2,DIAMOND,390
5038,612,France,Female,63,2,126473.33,1,0,1,147545.65,0,0,5,DIAMOND,633
5039,660,France,Female,38,5,110570.78,2,1,0,195906.59,0,0,1,SILVER,472
5042,850,France,Female,33,3,0.0,2,1,1,11159.19,0,0,4,SILVER,566
5044,562,France,Male,30,3,111099.79,2,0,0,140650.19,0,0,1,GOLD,370
5045,755,France,Female,29,3,0.0,3,1,0,4733.94,0,0,1,SILVER,328
5048,707,France,Male,42,2,16893.59,1,1,1,77502.56,0,0,3,GOLD,855
5050,703,France,Male,32,1,125685.79,1,1,1,56246.72,0,0,4,DIAMOND,960
5052,662,France,Male,38,0,105271.56,1,0,1,179833.45,0,0,1,GOLD,539
5058,714,France,Male,37,9,148466.93,2,0,1,151280.96,0,0,3,SILVER,936
5059,707,France,Male,29,4,0.0,2,1,0,139953.94,0,0,4,GOLD,565
5060,577,France,Female,35,4,108155.49,1,1,0,105407.79,0,0,1,PLATINUM,565
5061,633,France,Female,42,1,0.0,2,1,0,56865.62,0,0,2,SILVER,930
5064,558,France,Female,47,9,0.0,2,1,0,103787.28,0,0,2,PLATINUM,251
5065,832,France,Female,27,10,98590.25,1,1,0,30912.89,0,0,1,SILVER,726
5066,567,France,Female,26,2,0.0,2,1,1,78651.55,0,0,2,PLATINUM,387
5070,641,France,Female,42,6,0.0,2,0,0,121138.77,0,0,2,PLATINUM,697
5071,676,France,Male,35,5,106836.67,2,1,0,84199.78,0,0,3,DIAMOND,871
5072,472,France,Male,29,8,102490.27,1,0,1,181224.56,0,0,4,SILVER,812
5074,598,France,Male,38,0,125487.89,1,0,0,158111.71,0,0,5,DIAMOND,355
5076,700,France,Female,37,7,0.0,2,1,0,17040.82,0,0,3,DIAMOND,341
5077,616,France,Male,34,10,0.0,2,1,0,25662.27,0,0,4,SILVER,279
5079,427,France,Male,37,5,0.0,2,1,1,121485.1,0,0,2,PLATINUM,869
5080,731,France,Male,29,10,0.0,2,1,1,162452.65,0,0,4,SILVER,251
5081,610,France,Female,31,6,107784.65,1,1,1,141137.53,0,0,4,PLATINUM,998
5084,774,France,Male,49,1,142767.39,1,1,1,8214.41,0,0,1,SILVER,572
5088,543,France,Male,42,4,89838.71,3,1,0,85983.54,1,1,3,DIAMOND,660
5090,474,France,Female,30,9,0.0,2,0,0,63158.22,0,0,1,PLATINUM,894
5092,688,France,Female,39,0,0.0,2,1,0,53222.15,1,1,5,GOLD,765
5094,610,France,Male,37,0,0.0,1,1,0,114514.64,0,0,5,PLATINUM,728
5096,669,France,Female,29,7,146011.4,1,0,0,50249.16,0,0,1,DIAMOND,381
5106,600,France,Female,32,1,78535.25,1,1,0,64349.6,0,0,4,PLATINUM,729
5110,682,France,Female,33,8,74963.5,1,1,1,32770.56,0,0,4,DIAMOND,359
5111,642,France,Male,26,1,138023.79,2,0,1,117060.2,0,0,3,GOLD,794
5113,754,France,Female,47,1,185513.67,1,1,0,27438.83,0,0,4,DIAMOND,472
