,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2334,803,Spain,Female,37,1,0.0,2,0,0,7455.2,0,0,4,SILVER,663
2337,701,Spain,Female,35,9,0.0,2,0,0,170996.86,0,0,3,DIAMOND,303
2342,593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,0,2,SILVER,569
2345,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,0,4,PLATINUM,814
2352,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,1,4,DIAMOND,546
2355,569,Spain,Female,42,1,0.0,1,1,1,83629.6,1,1,2,PLATINUM,748
2368,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,0,5,PLATINUM,933
2369,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,1,3,DIAMOND,884
2374,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,0,3,PLATINUM,293
2375,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0,0,4,DIAMOND,818
2376,786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,0,1,SILVER,400
2381,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,1,3,GOLD,451
2387,773,Spain,Female,39,4,0.0,2,0,1,182081.45,0,0,2,GOLD,545
2389,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,0,1,SILVER,227
2392,649,Spain,Male,51,4,0.0,1,1,1,150390.57,0,0,3,PLATINUM,782
2397,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0,0,5,SILVER,991
2398,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0,0,5,SILVER,734
2401,630,Spain,Male,30,3,0.0,2,0,1,10486.69,0,0,5,PLATINUM,274
2406,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0,0,2,GOLD,225
2408,653,Spain,Male,55,7,0.0,2,1,1,41967.03,0,0,2,SILVER,581
2417,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0,0,5,PLATINUM,473
2419,580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,0,5,GOLD,419
2425,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0,0,2,SILVER,254
2433,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,0,1,DIAMOND,793
2436,704,Spain,Male,37,4,0.0,2,0,0,25684.93,0,0,5,SILVER,439
2440,701,Spain,Male,59,7,0.0,2,0,1,27597.59,0,0,4,SILVER,387
2441,735,Spain,Male,29,10,0.0,2,1,1,95025.27,0,0,2,DIAMOND,439
2453,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,0,2,DIAMOND,841
2456,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,0,1,DIAMOND,551
2457,537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,0,5,PLATINUM,818
2458,513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,0,1,PLATINUM,627
2465,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,0,2,GOLD,816
2470,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0,5,GOLD,964
2482,567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0,0,1,PLATINUM,892
2486,683,Spain,Female,36,7,0.0,2,1,0,104786.59,0,0,2,GOLD,381
2488,645,Spain,Female,21,1,0.0,2,0,0,28726.07,0,0,5,GOLD,469
2491,612,Spain,Female,26,4,0.0,2,1,1,179780.74,0,0,2,GOLD,516
2493,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0,0,3,PLATINUM,565
2504,619,Spain,Female,45,0,0.0,2,0,0,113645.4,0,0,4,SILVER,315
2506,695,Spain,Male,44,8,0.0,2,1,1,70974.13,0,0,2,DIAMOND,544
2519,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,0,1,PLATINUM,739
2524,782,Spain,Male,52,4,0.0,1,1,1,52759.82,1,1,4,GOLD,741
2526,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0,0,2,GOLD,328
2538,723,Spain,Male,38,6,0.0,2,1,1,94415.6,0,0,2,PLATINUM,500
2543,850,Spain,Female,24,1,0.0,2,0,1,69052.87,0,0,3,SILVER,888
2547,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,0,1,PLATINUM,686
2552,599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0,0,3,PLATINUM,381
2553,727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,1,4,GOLD,869
2554,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,0,2,SILVER,774
2556,634,Spain,Female,41,4,0.0,2,1,1,164549.74,0,0,4,DIAMOND,311
2560,650,Spain,Female,30,6,0.0,1,0,0,67997.13,1,1,4,GOLD,963
2561,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0,0,5,GOLD,601
2570,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,0,5,SILVER,640
2573,689,Spain,Male,40,2,0.0,2,1,1,164768.82,0,0,4,GOLD,490
2576,645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0,0,5,DIAMOND,420
2590,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,0,5,GOLD,295
2597,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,0,5,PLATINUM,482
2598,587,Spain,Male,48,1,0.0,2,1,1,8908.0,0,0,5,DIAMOND,660
2599,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,0,5,GOLD,679
2601,622,Spain,Female,41,9,0.0,2,1,1,155786.39,0,0,3,PLATINUM,292
2605,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,0,3,SILVER,558
2612,550,Spain,Male,34,3,0.0,2,0,0,131281.28,0,0,5,SILVER,806
2616,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,0,3,SILVER,504
2619,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,1,2,PLATINUM,240
2624,605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0,0,5,PLATINUM,851
2629,768,Spain,Female,42,3,0.0,1,0,0,161242.99,1,1,1,SILVER,651
2632,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0,0,1,DIAMOND,674
2634,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1,1,2,PLATINUM,828
2636,702,Spain,Male,30,2,0.0,2,1,1,145537.32,0,0,3,GOLD,786
2640,625,Spain,Female,31,8,0.0,2,1,0,151843.54,0,0,2,SILVER,617
2642,637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0,0,2,SILVER,430
2646,425,Spain,Female,39,5,0.0,2,1,0,140941.47,0,0,1,DIAMOND,426
2653,730,Spain,Male,26,3,0.0,1,1,0,34542.41,0,0,3,GOLD,805
2656,779,Spain,Female,34,5,0.0,2,0,1,111676.63,0,0,1,SILVER,945
2663,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,0,3,SILVER,406
2671,799,Spain,Male,35,7,0.0,2,0,1,140780.8,0,0,4,PLATINUM,695
2679,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0,0,5,PLATINUM,275
2683,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0,0,3,PLATINUM,930
2684,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0,0,1,PLATINUM,626
2690,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0,0,5,GOLD,365
2696,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0,0,4,DIAMOND,970
2705,655,Spain,Female,34,4,109783.69,2,1,0,134034.32,0,0,1,PLATINUM,985
2708,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0,0,2,DIAMOND,374
2713,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0,0,1,PLATINUM,595
2720,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1,1,4,DIAMOND,873
2730,670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0,0,5,GOLD,317
2738,650,Spain,Male,41,3,128808.65,3,0,0,113677.53,1,1,2,DIAMOND,676
2744,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0,0,4,PLATINUM,582
2752,698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1,1,5,GOLD,921
2755,700,Spain,Male,31,7,0.0,2,0,1,145151.96,0,0,1,GOLD,676
2775,850,Spain,Male,51,3,109799.55,2,1,1,12457.76,1,1,3,PLATINUM,974
2778,604,Spain,Female,71,10,0.0,2,1,1,129984.2,0,0,1,GOLD,750
2780,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0,0,5,GOLD,998
2789,705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1,1,3,DIAMOND,295
2791,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0,0,1,DIAMOND,955
2801,498,Spain,Male,29,8,127864.26,1,1,1,46677.9,0,0,5,SILVER,404
2806,592,Spain,Male,38,0,0.0,1,1,0,65986.48,1,1,1,GOLD,354
2811,695,Spain,Female,34,9,0.0,2,1,1,67502.12,0,0,1,GOLD,774
2817,538,Spain,Female,30,8,0.0,2,1,1,41192.95,0,0,3,GOLD,495
2821,714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0,0,4,PLATINUM,830
2822,569,Spain,Female,34,3,0.0,1,1,0,133997.53,0,0,1,PLATINUM,824
2828,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0,0,3,GOLD,399
2830,575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0,0,3,GOLD,899
2833,683,Spain,Male,40,8,0.0,1,1,0,75848.22,0,0,4,PLATINUM,221
2835,653,Spain,Male,35,6,116662.96,2,1,1,23864.21,0,0,2,DIAMOND,262
2838,850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0,0,2,DIAMOND,419
2840,528,Spain,Male,40,4,0.0,2,1,0,25399.7,0,0,3,GOLD,345
2842,513,Spain,Male,48,2,0.0,1,1,1,114709.13,1,1,3,SILVER,497
2847,529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1,1,4,DIAMOND,220
2855,710,Spain,Female,75,5,0.0,2,1,1,9376.89,0,0,1,GOLD,857
2857,534,Spain,Male,51,3,0.0,2,0,1,20856.31,0,0,5,GOLD,253
2859,551,Spain,Male,32,4,0.0,2,1,0,53420.53,0,0,3,DIAMOND,921
2867,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0,0,5,DIAMOND,658
2868,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1,1,3,PLATINUM,472
2871,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0,0,4,SILVER,759
2872,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1,1,1,GOLD,397
2875,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0,0,4,DIAMOND,716
2876,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0,0,5,PLATINUM,1000
2877,657,Spain,Male,67,5,119785.47,2,1,1,107534.32,0,0,1,PLATINUM,876
2878,487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0,0,2,DIAMOND,677
2885,660,Spain,Male,42,5,0.0,2,1,0,115509.59,0,0,5,SILVER,491
2890,586,Spain,Male,34,5,168094.01,1,0,0,20058.61,0,0,3,GOLD,287
2900,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1,1,5,PLATINUM,410
2906,802,Spain,Male,41,6,0.0,2,1,0,47322.05,0,0,2,DIAMOND,340
2919,538,Spain,Female,42,9,0.0,1,0,0,152855.96,0,0,4,SILVER,641
2922,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0,0,5,GOLD,449
2933,588,Spain,Male,46,8,0.0,1,1,0,61931.21,0,0,5,GOLD,950
2935,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0,0,2,SILVER,594
2937,718,Spain,Male,28,6,0.0,2,1,0,146875.86,0,0,4,DIAMOND,319
2940,711,Spain,Female,28,5,0.0,2,1,1,93959.96,0,0,3,DIAMOND,979
2941,555,Spain,Female,26,9,0.0,2,0,1,158918.03,0,0,3,SILVER,554
2949,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0,0,2,PLATINUM,377
2950,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0,0,4,DIAMOND,763
2961,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0,0,3,GOLD,468
2968,696,Spain,Female,36,7,0.0,2,1,1,82298.59,0,0,3,PLATINUM,291
2971,681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0,0,5,PLATINUM,691
2972,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0,0,3,GOLD,351
2977,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1,1,2,PLATINUM,661
2980,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0,0,2,GOLD,252
2982,526,Spain,Female,43,3,0.0,2,1,0,31705.19,0,0,5,PLATINUM,989
2989,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1,1,2,SILVER,919
2993,745,Spain,Female,59,8,0.0,1,1,1,36124.98,0,0,2,DIAMOND,949
2996,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0,0,1,PLATINUM,632
3001,696,Spain,Female,43,4,0.0,2,1,1,66406.37,0,0,4,DIAMOND,678
3011,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0,0,3,DIAMOND,268
3014,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0,0,4,GOLD,642
3017,590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0,0,3,SILVER,768
3022,648,Spain,Female,27,7,0.0,2,1,1,163060.43,0,0,3,DIAMOND,983
3029,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0,0,1,PLATINUM,798
3032,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,1,1,PLATINUM,284
3039,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0,0,5,DIAMOND,596
3044,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0,0,4,PLATINUM,595
3047,784,Spain,Male,48,7,0.0,2,1,1,182609.97,0,0,1,DIAMOND,354
3048,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0,0,1,GOLD,412
3054,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,0,4,GOLD,409
3058,680,Spain,Female,58,8,0.0,2,1,1,65708.5,0,0,5,GOLD,743
3064,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0,0,1,GOLD,606
3070,674,Spain,Male,32,2,0.0,2,1,0,140579.17,0,0,1,DIAMOND,787
3078,527,Spain,Female,36,6,0.0,2,1,1,102280.29,0,0,5,DIAMOND,823
3080,468,Spain,Male,28,3,0.0,2,1,0,170661.02,0,0,2,GOLD,306
3090,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1,1,1,PLATINUM,263
3093,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0,0,4,GOLD,395
3099,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0,0,1,PLATINUM,628
3107,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1,1,4,SILVER,851
3108,560,Spain,Female,28,1,0.0,2,1,1,120880.72,0,0,3,SILVER,451
3117,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0,0,2,GOLD,592
3120,590,Spain,Female,23,7,0.0,2,1,0,196789.9,0,0,1,SILVER,469
3125,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0,0,4,PLATINUM,253
3128,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0,0,2,PLATINUM,424
3130,795,Spain,Female,56,5,0.0,1,1,0,35418.69,1,1,5,PLATINUM,675
3140,653,Spain,Male,30,4,0.0,2,1,0,120736.04,0,0,5,DIAMOND,739
3144,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0,0,4,PLATINUM,564
3147,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0,0,3,SILVER,238
3149,643,Spain,Female,34,8,117451.47,1,1,0,65374.86,0,0,2,DIAMOND,531
3155,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0,0,4,GOLD,652
3157,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0,0,5,DIAMOND,626
3161,470,Spain,Male,34,9,0.0,2,0,1,89013.67,0,0,4,DIAMOND,568
3162,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0,0,1,SILVER,252
3169,677,Spain,Male,40,5,0.0,2,1,0,88947.56,0,0,4,GOLD,314
3174,577,Spain,Male,43,6,0.0,2,1,1,149457.81,0,0,3,DIAMOND,446
3181,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0,0,2,PLATINUM,506
3187,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0,0,5,GOLD,229
3192,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0,0,1,PLATINUM,259
3197,599,Spain,Male,36,4,0.0,2,0,0,13210.56,0,0,3,DIAMOND,928
3200,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0,0,4,SILVER,907
3207,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0,0,2,PLATINUM,321
3210,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0,0,5,DIAMOND,582
3213,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0,0,4,DIAMOND,511
3217,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0,0,5,DIAMOND,850
3221,555,Spain,Female,24,2,0.0,2,0,1,197866.55,0,0,4,GOLD,347
3223,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0,0,2,DIAMOND,995
3233,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0,0,5,DIAMOND,301
3235,684,Spain,Male,34,9,100628.0,2,1,1,190263.78,0,0,2,PLATINUM,451
3236,673,Spain,Female,32,0,0.0,1,1,1,72873.33,0,0,4,GOLD,726
3237,802,Spain,Male,38,7,0.0,2,0,1,57764.65,0,0,5,GOLD,476
3239,762,Spain,Female,19,6,0.0,2,1,0,55500.17,0,0,1,DIAMOND,931
3247,791,Spain,Male,25,7,0.0,1,1,0,89666.28,0,0,5,PLATINUM,740
3256,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0,0,5,PLATINUM,692
3260,688,Spain,Female,33,2,0.0,1,0,0,27557.18,1,1,1,DIAMOND,878
3266,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,0,0,4,SILVER,498
3271,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0,0,5,PLATINUM,226
3273,560,Spain,Female,43,4,95140.44,2,1,0,123181.44,1,1,5,DIAMOND,615
3279,652,Spain,Male,37,7,0.0,2,1,0,68789.93,0,0,4,GOLD,932
3289,773,Spain,Female,23,8,0.0,2,1,0,56759.79,0,0,5,DIAMOND,359
3295,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0,0,3,SILVER,933
3297,592,Spain,Female,41,2,138734.94,1,1,0,90020.74,0,0,1,PLATINUM,308
3302,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0,0,1,GOLD,391
3310,506,Spain,Male,50,3,0.0,2,1,0,12016.79,0,0,3,DIAMOND,295
3311,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0,0,5,DIAMOND,842
3314,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1,1,2,GOLD,961
3323,487,Spain,Female,31,1,0.0,2,1,0,158750.13,0,0,3,SILVER,546
3324,808,Spain,Male,47,8,139196.0,1,0,1,74028.36,0,0,2,SILVER,801
3327,802,Spain,Male,40,5,0.0,2,1,1,175043.69,0,0,4,GOLD,332
3335,581,Spain,Female,31,6,0.0,2,1,0,188377.21,0,0,1,SILVER,644
3336,690,Spain,Male,36,10,0.0,2,1,0,55902.93,0,0,2,GOLD,876
3337,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1,1,1,DIAMOND,806
3338,688,Spain,Female,24,3,0.0,2,1,1,102195.16,0,0,5,DIAMOND,739
3339,599,Spain,Female,28,4,126833.79,2,1,0,60843.09,1,1,5,PLATINUM,252
3350,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0,0,4,DIAMOND,301
3359,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0,0,1,DIAMOND,457
3365,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1,1,1,PLATINUM,586
3370,698,Spain,Female,47,6,0.0,1,1,0,50213.81,1,1,4,PLATINUM,625
3374,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0,0,2,PLATINUM,708
3379,803,Spain,Female,45,7,0.0,2,1,1,128378.04,0,0,1,PLATINUM,589
3380,604,Spain,Female,26,3,0.0,2,1,0,155248.62,0,0,4,SILVER,679
3386,766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0,0,4,GOLD,224
3389,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1,1,3,GOLD,970
3406,632,Spain,Female,29,7,80922.75,1,1,0,7820.78,0,0,2,SILVER,434
3415,578,Spain,Male,40,6,63609.92,1,0,0,74965.61,1,1,5,SILVER,783
3423,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0,0,2,GOLD,606
3424,688,Spain,Male,42,5,0.0,2,0,0,197602.29,0,0,4,SILVER,378
3426,581,Spain,Male,49,10,0.0,2,0,0,41623.59,0,0,1,GOLD,242
3443,597,Spain,Female,46,4,0.0,2,1,0,58667.16,1,1,5,SILVER,666
3444,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0,0,5,DIAMOND,557
3448,560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0,0,4,PLATINUM,797
3457,657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1,1,3,DIAMOND,382
3461,781,Spain,Male,35,4,80790.74,1,1,0,116429.51,0,0,2,SILVER,456
3464,697,Spain,Female,37,7,168066.87,1,1,0,35450.53,0,0,2,GOLD,231
3469,679,Spain,Female,26,3,76554.06,1,1,1,184800.27,0,0,5,GOLD,795
3474,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0,0,4,SILVER,605
3476,746,Spain,Male,30,1,112666.67,1,0,0,11710.4,1,1,1,DIAMOND,585
3477,623,Spain,Female,40,7,0.0,1,1,1,25904.12,0,0,5,SILVER,253
3481,729,Spain,Female,34,9,53299.96,2,1,1,42855.97,0,0,3,PLATINUM,929
3482,543,Spain,Male,37,3,0.0,2,1,1,78915.68,0,0,2,PLATINUM,701
3483,499,Spain,Male,39,6,0.0,2,1,1,81409.0,0,0,3,GOLD,351
3486,614,Spain,Female,25,10,75212.28,1,1,0,58965.04,0,0,5,PLATINUM,386
3488,587,Spain,Female,35,3,83286.56,1,1,0,125553.52,0,0,5,DIAMOND,620
3489,593,Spain,Male,43,10,0.0,2,0,0,53478.02,0,0,2,SILVER,602
3493,632,Spain,Male,47,3,0.0,2,1,0,178822.32,0,0,3,DIAMOND,980
3506,445,Spain,Male,45,10,0.0,2,0,1,90977.48,0,0,1,SILVER,797
3512,806,Spain,Male,18,3,0.0,2,1,1,86994.54,0,0,2,GOLD,768
3514,643,Spain,Female,32,2,0.0,1,0,0,131301.74,0,0,2,SILVER,691
3515,584,Spain,Female,37,8,0.0,2,0,1,100835.19,0,0,2,SILVER,937
3517,771,Spain,Male,18,1,0.0,2,0,0,41542.95,0,0,1,GOLD,371
3519,661,Spain,Female,41,5,28082.95,1,1,0,69586.27,1,1,1,PLATINUM,605
3521,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0,0,5,SILVER,900
3530,453,Spain,Female,42,5,0.0,3,1,0,83008.49,1,1,1,GOLD,791
3535,662,Spain,Male,37,5,94901.09,1,1,1,48233.75,0,0,1,DIAMOND,579
3541,838,Spain,Female,67,4,103267.8,1,1,1,78310.04,0,0,5,GOLD,241
3542,692,Spain,Female,34,4,109699.08,1,1,1,37898.91,0,0,2,SILVER,489
3544,731,Spain,Male,33,1,0.0,1,1,0,130726.96,0,0,1,GOLD,462
3546,542,Spain,Male,43,6,113567.94,1,1,0,89543.25,0,0,5,SILVER,237
3547,662,Spain,Female,35,6,0.0,2,0,0,2423.9,1,1,4,DIAMOND,730
3553,741,Spain,Male,40,4,104784.23,1,1,0,135163.76,1,1,5,DIAMOND,417
3554,658,Spain,Male,36,1,0.0,2,0,1,84927.42,0,0,1,SILVER,374
3563,491,Spain,Female,61,8,0.0,2,0,1,139861.53,0,0,4,PLATINUM,973
3565,676,Spain,Female,30,5,0.0,2,0,1,157888.5,0,0,4,SILVER,608
3566,746,Spain,Female,25,3,104833.79,1,0,0,71911.3,0,0,2,PLATINUM,367
3567,470,Spain,Female,31,2,101675.22,2,1,0,45033.75,0,0,1,SILVER,788
3568,714,Spain,Male,20,3,0.0,2,0,1,150465.93,0,0,1,PLATINUM,245
3583,577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1,1,3,SILVER,270
3588,489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0,0,5,DIAMOND,636
3592,677,Spain,Male,56,5,123959.97,1,1,1,60590.72,1,1,1,DIAMOND,809
3602,667,Spain,Male,77,2,0.0,1,1,1,34702.92,0,0,4,DIAMOND,965
3612,635,Spain,Female,37,3,0.0,2,1,0,91086.73,0,0,2,PLATINUM,413
3622,592,Spain,Male,55,8,85845.43,2,1,1,128918.42,0,0,2,PLATINUM,564
3625,470,Spain,Male,31,4,55732.92,2,1,1,103792.53,0,0,5,GOLD,397
3627,604,Spain,Female,39,7,98544.11,1,1,1,52327.57,0,0,2,PLATINUM,668
3631,739,Spain,Male,19,5,89750.21,1,1,0,193008.52,0,0,3,PLATINUM,585
3632,560,Spain,Female,26,3,116576.45,1,1,0,157567.37,0,0,4,PLATINUM,440
3636,663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0,0,4,GOLD,992
3637,845,Spain,Female,52,0,0.0,1,1,0,31726.76,1,1,4,DIAMOND,408
3638,555,Spain,Male,27,5,0.0,2,0,0,96398.51,0,0,3,GOLD,506
3641,640,Spain,Male,62,3,0.0,1,1,1,101663.47,0,0,3,GOLD,395
3660,494,Spain,Male,27,2,0.0,2,1,0,22404.64,0,0,2,DIAMOND,488
3666,701,Spain,Female,21,9,0.0,2,1,1,26327.42,0,0,3,PLATINUM,434
3677,631,Spain,Male,33,2,0.0,2,1,1,158268.84,0,0,1,SILVER,246
3679,650,Spain,Male,25,7,160599.06,2,1,1,28391.52,0,0,3,DIAMOND,268
3680,850,Spain,Male,22,3,0.0,1,1,1,144385.54,0,0,4,PLATINUM,495
3682,620,Spain,Male,44,8,0.0,2,1,1,15627.51,0,0,5,DIAMOND,940
3685,695,Spain,Female,39,5,0.0,2,0,0,102763.69,0,0,3,DIAMOND,320
3690,670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0,0,3,SILVER,392
3692,613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0,0,3,SILVER,438
3706,629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0,0,5,PLATINUM,690
3707,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0,0,1,PLATINUM,343
3712,639,Spain,Female,39,1,141789.15,1,1,0,92455.96,0,0,3,PLATINUM,422
3728,675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0,0,2,GOLD,785
3729,730,Spain,Male,29,2,0.0,2,1,0,14174.09,0,0,4,GOLD,523
3730,683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0,0,4,PLATINUM,611
3737,663,Spain,Male,27,8,0.0,1,1,1,188007.99,0,0,1,GOLD,299
3751,496,Spain,Male,29,2,0.0,2,1,0,55389.59,0,0,1,DIAMOND,382
3752,717,Spain,Female,36,2,164557.95,1,0,1,82336.73,0,0,2,GOLD,321
3754,535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0,0,5,DIAMOND,895
3757,593,Spain,Female,45,6,79259.75,1,1,0,55347.28,0,0,2,GOLD,255
3760,835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0,0,2,GOLD,348
